"","X","RoleID","PlayerID","PlayerGlobalID","Type","GroupID","Condition","Task","Order","Accuracy","Turn","All_Content","StartTimes","EndTimes","Starts","Ends","gap","convos","information","grounds","claim","organization","query","social","strategy"
"3138",2401,4,6,21,"Conversation",6,"VR","Murder",2,1,218,"But OK, elevate them in OK. You try and remember, elevate them in. OK, this guy is the most popular guy on the market.","990.016-996.928","994.304-1000.171",990.016,1000.171,-0.5333,5,0,0,0,0,0,0,0
"3139",2402,3,3,23,"Conversation",6,"VR","Murder",2,1,219,"The park","1002.603","1003.712",1002.603,1003.712,2.432,5,0,0,0,0,0,0,0
"3140",2403,4,6,21,"Conversation",6,"VR","Murder",2,1,220,"Mr. Kelley. Do you guys dare to try to create a grid and put all of Mr. Kelley things on it?","1005.376-1007.659","1005.547-1012.651",1005.376,1012.651,1.664,5,0,0,0,1,1,0,1
"3141",2404,3,3,23,"Conversation",6,"VR","Murder",2,1,221,"Yeah, that'd be great.","1014.485","1016.213",1014.485,1016.213,1.834,5,0,0,0,0,0,0,0
"3142",2405,4,6,21,"Conversation",6,"VR","Murder",2,1,222,"I'm very scared to. I'm a bit worried to see what happens Asis, You wanna try it?","1014.635","1019.648",1014.635,1019.648,-1.578,5,0,0,0,0,1,0,0
"3143",2406,2,2,22,"Conversation",6,"VR","Murder",2,1,223,"Yeah. Can we do another? No, we cannot do another link right? So we have to. Or maybe that's the time to create like that thing.","1015.168-1021.333","1016.213-1030.016",1015.168,1030.016,-4.48,5,0,0,1,1,1,0,0
"3144",2407,4,6,21,"Conversation",6,"VR","Murder",2,1,224,"No. OK.","1023.957-1031.083","1024.256-1031.275",1023.957,1031.275,-6.059,5,0,0,0,0,0,0,0
"3145",2408,2,2,22,"Conversation",6,"VR","Murder",2,1,225,"I don't know if.","1033.237","1034.048",1033.237,1034.048,1.962,5,0,0,0,0,0,0,0
"3146",2409,4,6,21,"Conversation",6,"VR","Murder",2,1,226,"You wanna try to put Mr. Kelley on that?","1035.093","1037.568",1035.093,1037.568,1.045,5,0,0,0,0,1,0,1
"3147",2410,2,2,22,"Conversation",6,"VR","Murder",2,1,227,"Like is it inside or not? I need another Mr. Kelley. How can how can we place it?","1035.52-1040.021-1056.235","1036.672-1042.155-1058.048",1035.52,1058.048,-2.048,5,0,0,0,0,1,0,1
"3148",2411,4,6,21,"Conversation",6,"VR","Murder",2,1,228,"Well, you do that.","1056.512","1058.389",1056.512,1058.389,-1.536,5,0,0,0,0,0,0,0
"3149",2412,2,2,22,"Conversation",6,"VR","Murder",2,1,229,"Or we ohh? OK, that's the other way around, OK? So Mr. Jones. Yeah.","1058.901-1067.051-1077.227","1061.483-1069.547-1077.312",1058.901,1077.312,0.512,5,0,0,0,0,1,0,0
"3150",2413,3,3,23,"Conversation",6,"VR","Murder",2,1,230,"OK.","1079.104","1079.872",1079.104,1079.872,1.792,5,0,0,0,0,0,0,0
"3151",2414,2,2,22,"Conversation",6,"VR","Murder",2,1,231,"Ohh no.","1080.725","1080.96",1080.725,1080.96,0.853,5,0,0,0,0,0,0,0
"3152",2415,4,6,21,"Conversation",6,"VR","Murder",2,1,232,"Sorry, what's this?","1098.688","1099.797",1098.688,1099.797,17.728,6,0,0,0,0,1,0,0
"3153",2416,3,3,23,"Conversation",6,"VR","Murder",2,1,233,"Is paired up to the murder Kelley's body was found in the park. mr. Kelley's body was found at.","1099.157-1102.699","1101.248-1107.392",1099.157,1107.392,-0.64,6,1,0,0,0,0,0,0
"3154",2417,2,2,22,"Conversation",6,"VR","Murder",2,1,234,"So can we.","1106.453","1106.965",1106.453,1106.965,-0.939,6,0,0,0,0,1,0,1
"3155",2418,3,3,23,"Conversation",6,"VR","Murder",2,1,235,"130 Mr. Kelley's blood was found in the car. Oh hey guys already put all of my 6 clues so I can I can do. I can do yours.","1110.72","1124.651",1110.72,1124.651,3.755,6,1,0,0,0,0,0,0
"3156",2419,4,6,21,"Conversation",6,"VR","Murder",2,1,236,"OK, Asiz what is this?","1126.208","1128.469",1126.208,1128.469,1.557,6,0,0,0,0,1,0,0
"3157",2420,3,3,23,"Conversation",6,"VR","Murder",2,1,237,"You'll be hashita.","1126.229","1128.469",1126.229,1128.469,-2.24,6,0,0,0,0,0,1,0
"3158",2421,2,2,22,"Conversation",6,"VR","Murder",2,1,238,"So Mr. Jones told to Mr. Kelley that he is going to kill him.","1129.301","1135.189",1129.301,1135.189,0.832,6,0,0,0,0,0,0,0
"3159",2422,4,6,21,"Conversation",6,"VR","Murder",2,1,239,"OK.","1135.808","1136.384",1135.808,1136.384,0.619,6,0,0,0,0,0,0,0
"3160",2423,1,4,24,"Conversation",6,"VR","Murder",2,1,240,"I have Miss Smith.","1138.219","1140.523",1138.219,1140.523,1.835,6,0,0,0,0,0,0,0
"3161",2424,3,3,23,"Conversation",6,"VR","Murder",2,1,241,"Yeah, Hashita, what's what's your clue?","1138.901","1141.291",1138.901,1141.291,-1.622,6,0,0,0,0,1,0,0
"3162",2425,1,4,24,"Conversation",6,"VR","Murder",2,1,242,"Miss met was in the lobby of the apartment building at 12:30.","1143.189","1149.12",1143.189,1149.12,1.898,6,0,0,0,0,0,0,0
"3163",2426,2,2,22,"Conversation",6,"VR","Murder",2,1,243,"And also after the.","1145.365","1147.179",1145.365,1147.179,-3.755,6,0,0,0,0,0,0,0
"3164",2427,3,3,23,"Conversation",6,"VR","Murder",2,1,244,"In the lobby.","1145.92","1146.837",1145.92,1146.837,-1.259,6,0,0,0,0,0,0,0
"3165",2428,2,2,22,"Conversation",6,"VR","Murder",2,1,245,"After the murder.","1148.032","1149.013",1148.032,1149.013,1.195,6,0,0,0,0,0,0,0
"3166",2429,3,3,23,"Conversation",6,"VR","Murder",2,1,246,"OK.","1150.293","1150.848",1150.293,1150.848,1.28,6,0,0,0,0,0,0,0
"3167",2430,2,2,22,"Conversation",6,"VR","Murder",2,1,247,"After the murder, police discovered that Mr. Jones has disappeared.","1150.997","1154.987",1150.997,1154.987,0.149,6,0,0,0,0,0,0,0
"3168",2431,3,3,23,"Conversation",6,"VR","Murder",2,1,248,"Oh, this is a new person.","1154.816","1156.181",1154.816,1156.181,-0.171,6,0,0,0,0,0,0,0
"3169",2432,2,2,22,"Conversation",6,"VR","Murder",2,1,249,"So Mr. Jones.","1155.797","1156.757",1155.797,1156.757,-0.384,6,0,0,0,0,0,0,0
"3170",2433,3,3,23,"Conversation",6,"VR","Murder",2,1,250,"Or Miss Smith.","1157.803","1158.528",1157.803,1158.528,1.046,6,0,0,0,0,0,0,0
"3171",2434,2,2,22,"Conversation",6,"VR","Murder",2,1,251,"These are oop","1160.085","1160.725",1160.085,1160.725,1.557,6,0,0,0,0,0,0,0
"3172",2435,4,6,21,"Conversation",6,"VR","Murder",2,1,252,"Yeah.","1160.811","1161.045",1160.811,1161.045,0.086,6,0,0,0,0,0,0,0
"3173",2436,2,2,22,"Conversation",6,"VR","Murder",2,1,253,"Disappeared. After the murder.","1162.731-1164.715","1163.456-1165.973",1162.731,1165.973,1.686,6,0,0,0,0,0,0,0
"3174",2437,3,3,23,"Conversation",6,"VR","Murder",2,1,254,"Mr. Smith. Wait?","1165.931-1167.744","1166.827-1168.043",1165.931,1168.043,-0.042,6,0,0,0,0,1,0,0
"3175",2438,2,2,22,"Conversation",6,"VR","Murder",2,1,255,"And the murder was at at what time? Or do we have any information?","1168.597","1172.096",1168.597,1172.096,0.554,6,0,0,0,0,1,0,0
"3176",2439,4,6,21,"Conversation",6,"VR","Murder",2,1,256,"So the body was found at 1:30. In the park","1173.141-1176.107","1175.381-1176.64",1173.141,1176.64,1.045,6,1,0,0,0,0,0,0
"3177",2440,2,2,22,"Conversation",6,"VR","Murder",2,1,257,"One OK.","1177.323","1178.048",1177.323,1178.048,0.683,6,0,0,0,0,0,0,0
"3178",2441,4,6,21,"Conversation",6,"VR","Murder",2,1,258,"OK. Do you have anymore on your on your plate? If not I I will start creating some of mine.","1178.624-1179.819","1178.944-1183.915",1178.624,1183.915,0.576,6,0,0,0,0,1,0,1
"3179",2442,2,2,22,"Conversation",6,"VR","Murder",2,1,259,"Ohh","1181.525","1182.016",1181.525,1182.016,-2.39,6,0,0,0,0,0,0,0
"3180",2443,3,3,23,"Conversation",6,"VR","Murder",2,1,260,"But they there are two miss smith","1185.152","1186.773",1185.152,1186.773,3.136,6,0,0,0,0,0,0,0
"3181",2444,2,2,22,"Conversation",6,"VR","Murder",2,1,261,"no, I I have some. I have three more, I think.","1185.6-1188.309","1187.243-1189.845",1185.6,1189.845,-1.173,6,0,0,0,0,0,0,0
"3182",2445,3,3,23,"Conversation",6,"VR","Murder",2,1,262,"OK.","1188.715","1189.099",1188.715,1189.099,-1.13,6,0,0,0,0,0,0,0
"3183",2446,4,6,21,"Conversation",6,"VR","Murder",2,1,263,"OK.","1189.611","1190.123",1189.611,1190.123,0.512,6,0,0,0,0,0,0,0
"3184",2447,2,2,22,"Conversation",6,"VR","Murder",2,1,264,"So it say Mr. Jones shot At an intruder. In Mr. Jones apartment at midnight. So me. What does it mean, Mr. Jones? Shot at an intruder. In mr. John's apartment.","1196.523-1200.683-1202.795-1216.725-1218.795-1221.227-1223.915","1199.509-1201.984-1205.248-1217.451-1220.309-1223.253-1225.28",1196.523,1225.28,6.4,6,0,0,0,0,1,0,0
"3185",2448,4,6,21,"Conversation",6,"VR","Murder",2,1,265,"So Mr. Jones shot somebody in his apartment, but you don't know who that person is.","1225.963","1230.635",1225.963,1230.635,0.683,6,0,0,0,0,0,0,0
"3186",2449,2,2,22,"Conversation",6,"VR","Murder",2,1,266,"Like did he go to his apartment? No shot at.","1226.731-1230.485","1228.48-1231.616",1226.731,1231.616,-3.904,6,0,0,0,0,1,0,0
"3187",2450,4,6,21,"Conversation",6,"VR","Murder",2,1,267,"Shot at somebody in his apartment and you don't know who that person is.","1232","1235.605",1232,1235.605,0.384,6,0,0,0,0,0,0,0
"3188",2451,2,2,22,"Conversation",6,"VR","Murder",2,1,268,"Shot at an intruder. Ohh OK. Ohh OK so then Mr. Jones really shot somebody.","1232.725-1237.909-1242.219","1234.069-1238.421-1245.376",1232.725,1245.376,-2.88,6,0,0,0,0,0,0,0
"3189",2452,4,6,21,"Conversation",6,"VR","Murder",2,1,269,"Yep.","1246.059","1246.251",1246.059,1246.251,0.683,6,0,0,0,0,0,0,0
"3190",2453,3,3,23,"Conversation",6,"VR","Murder",2,1,270,"Hashita you have any clue about mr. Kelley's wife so I can do that?","1247.509","1252.523",1247.509,1252.523,1.258,6,0,0,0,0,1,0,0
"3191",2454,2,2,22,"Conversation",6,"VR","Murder",2,1,271,"And also I have the information that Mr. Kelley has destroyed mr. John's business by stealing all his customers. So Mr. Young has really great motifs.","1248.213","1260.139",1248.213,1260.139,-4.31,6,1,0,0,0,0,0,0
"3192",2455,1,4,24,"Conversation",6,"VR","Murder",2,1,272,"No, that's all.","1253.931","1254.955",1253.931,1254.955,-6.208,6,0,0,0,0,0,0,0
"3193",2456,3,3,23,"Conversation",6,"VR","Murder",2,1,273,"No, how about Mr. Scott?","1255.019","1257.259",1255.019,1257.259,0.064,6,0,0,0,0,1,0,0
"3194",2457,1,4,24,"Conversation",6,"VR","Murder",2,1,274,"Yeah, I have Mr. Scott's fingerprint.","1259.499","1263.36",1259.499,1263.36,2.24,6,0,0,0,0,0,0,0
"3195",2458,4,6,21,"Conversation",6,"VR","Murder",2,1,275,"Hmm.","1260.288","1260.907",1260.288,1260.907,-3.072,6,0,0,0,0,0,0,0
"3196",2459,3,3,23,"Conversation",6,"VR","Murder",2,1,276,"What did he do?","1261.397","1262.464",1261.397,1262.464,0.49,6,0,0,0,0,1,0,0
"3197",2460,2,2,22,"Conversation",6,"VR","Murder",2,1,277,"So. Mr. Kelley, we don't care.","1262.4-1264.811","1263.552-1266.645",1262.4,1266.645,-0.064,6,0,0,0,0,0,0,0
"3198",2461,4,6,21,"Conversation",6,"VR","Murder",2,1,278,"Yep.","1265.515","1265.963",1265.515,1265.963,-1.13,6,0,0,0,0,0,0,0
"3199",2462,3,3,23,"Conversation",6,"VR","Murder",2,1,279,"Yeah, but OK.","1265.707","1266.859",1265.707,1266.859,-0.256,6,0,0,0,0,0,0,0
"3200",2463,2,2,22,"Conversation",6,"VR","Murder",2,1,280,"Belong to.","1268.331","1270.08",1268.331,1270.08,1.472,6,0,0,0,0,0,0,0
"3201",2464,3,3,23,"Conversation",6,"VR","Murder",2,1,281,"What did Mr. Scott do? 'cause here we have a mr. Stock Scott here so.","1270.699","1276.523",1270.699,1276.523,0.619,6,0,0,0,0,1,0,0
"3202",2465,2,2,22,"Conversation",6,"VR","Murder",2,1,282,"Yeah mr. so. So maybe we have to.","1272.811-1276.907","1274.581-1279.573",1272.811,1279.573,-3.712,6,0,0,0,0,0,0,0
"3203",2466,1,4,24,"Conversation",6,"VR","Murder",2,1,283,"Yeah.","1286.805","1287.061",1286.805,1287.061,7.232,6,0,0,0,0,0,0,0
"3204",2467,3,3,23,"Conversation",6,"VR","Murder",2,1,284,"OK.","1289.323","1289.451",1289.323,1289.451,2.262,6,0,0,0,0,0,0,0
"3205",2468,1,4,24,"Conversation",6,"VR","Murder",2,1,285,"Oh I have this boundary. I can move only till here, so can you drag and drop inside?","1291.627","1297.515",1291.627,1297.515,2.176,6,0,0,0,1,1,0,1
"3206",2469,3,3,23,"Conversation",6,"VR","Murder",2,1,286,"OK, OK. Uh. I'll grab all of them.","1297.408-1299.221-1300.011","1297.963-1299.243-1302.763",1297.408,1302.763,-0.107,6,0,0,0,0,0,0,0
"3207",2470,2,2,22,"Conversation",6,"VR","Murder",2,1,287,"So this guy has the business. And this guy.","1301.12-1303.424","1302.635-1304.384",1301.12,1304.384,-1.643,6,0,0,0,0,0,0,0
"3208",2471,3,3,23,"Conversation",6,"VR","Murder",2,1,288,"OK, first the knife.","1304.555","1306.283",1304.555,1306.283,0.171,6,0,0,0,0,0,0,0
"3209",2472,2,2,22,"Conversation",6,"VR","Murder",2,1,289,"Ohh","1306.645","1306.645",1306.645,1306.645,0.362,6,0,0,0,0,0,0,0
"3210",2473,3,3,23,"Conversation",6,"VR","Murder",2,1,290,"Do we have knife?","1307.008","1307.776",1307.008,1307.776,0.363,6,0,0,0,0,1,0,0
"3211",2474,2,2,22,"Conversation",6,"VR","Murder",2,1,291,"OK, so this guy.","1309.419","1311.061",1309.419,1311.061,1.643,6,0,0,0,0,0,0,0
"3212",2475,3,3,23,"Conversation",6,"VR","Murder",2,1,292,"OK.","1311.424","1311.744",1311.424,1311.744,0.363,6,0,0,0,0,0,0,0
"3213",2476,2,2,22,"Conversation",6,"VR","Murder",2,1,293,"Has destroyed the business.","1312","1314.88",1312,1314.88,0.256,6,0,0,0,0,0,0,0
"3214",2477,3,3,23,"Conversation",6,"VR","Murder",2,1,294,"Knife was found.","1312.725","1314.261",1312.725,1314.261,-2.155,6,1,0,0,0,0,0,0
"3215",2478,2,2,22,"Conversation",6,"VR","Murder",2,1,295,"Of Mr. Jones.","1315.819","1316.843",1315.819,1316.843,1.558,6,0,0,0,0,0,0,0
"3216",2479,4,6,21,"Conversation",6,"VR","Murder",2,1,296,"Miss. And the business belongs to Mr. Jones","1317.013-1318.507","1317.461-1320.277",1317.013,1320.277,0.17,6,0,0,0,0,0,0,0
"3217",2480,2,2,22,"Conversation",6,"VR","Murder",2,1,297,"Uh.","1320.427","1320.661",1320.427,1320.661,0.15,6,0,0,0,0,0,0,0
"3218",2481,3,3,23,"Conversation",6,"VR","Murder",2,1,298,"Miss Smith","1321.813","1322.368",1321.813,1322.368,1.152,6,0,0,0,0,0,0,0
"3219",2482,2,2,22,"Conversation",6,"VR","Murder",2,1,299,"Yeah, but I mean it's already like in one plate so maybe we don't need it.","1322.325","1326.101",1322.325,1326.101,-0.043,6,0,0,0,0,0,0,0
"3220",2483,4,6,21,"Conversation",6,"VR","Murder",2,1,300,"You just have to remember that then yeah.","1324.416","1326.272",1324.416,1326.272,-1.685,6,0,0,0,0,0,0,0
"3221",2484,2,2,22,"Conversation",6,"VR","Murder",2,1,301,"OK, we can.","1327.616","1328.491",1327.616,1328.491,1.344,6,0,0,0,0,0,0,0
"3222",2485,3,3,23,"Conversation",6,"VR","Murder",2,1,302,"Miss Smith","1328.384","1329.045",1328.384,1329.045,-0.107,6,0,0,0,0,0,0,0
"3223",2486,4,6,21,"Conversation",6,"VR","Murder",2,1,303,"Yeah. Hmm.","1328.533-1331.947","1328.725-1332.16",1328.533,1332.16,-0.512,6,0,0,0,0,0,0,0
"3224",2487,2,2,22,"Conversation",6,"VR","Murder",2,1,304,"It's so weird.","1339.541","1340.672",1339.541,1340.672,7.381,6,0,0,0,0,0,0,0
"3225",2488,4,6,21,"Conversation",6,"VR","Murder",2,1,305,"Ohh yeah. Yeah.","1341.803-1346.816-1353.173","1341.824-1346.987-1353.557",1341.803,1353.557,1.131,6,0,0,0,0,0,0,0
"3226",2489,2,2,22,"Conversation",6,"VR","Murder",2,1,306,"Yeah, so yeah oh cool yeah.","1355.328","1357.653",1355.328,1357.653,1.771,6,0,0,0,0,0,0,0
"3227",2490,4,6,21,"Conversation",6,"VR","Murder",2,1,307,"OK, anything else?","1359.915","1361.28",1359.915,1361.28,2.262,6,0,0,0,0,1,0,0
"3228",2491,2,2,22,"Conversation",6,"VR","Murder",2,1,308,"I like these strings. Yeah, like I think to more","1361.6-1364.352","1363.776-1365.952",1361.6,1365.952,0.32,6,0,0,0,0,0,0,0
"3229",2492,3,3,23,"Conversation",6,"VR","Murder",2,1,309,"And then.","1365.653","1366.144",1365.653,1366.144,-0.299,6,0,0,0,0,0,0,0
"3230",2493,2,2,22,"Conversation",6,"VR","Murder",2,1,310,"So Mr. Jones.","1366.741","1368.555",1366.741,1368.555,0.597,6,0,0,0,0,0,0,0
"3231",2494,3,3,23,"Conversation",6,"VR","Murder",2,1,311,"The lobby of building. What what? What is the lobby of the building?","1367.573-1370.133","1369.024-1372.075",1367.573,1372.075,-0.982,6,0,0,0,0,1,0,0
"3232",2495,2,2,22,"Conversation",6,"VR","Murder",2,1,312,"Umm? Shot an intruder. At 12 midnight.","1370.645-1372.416-1374.699","1371.157-1373.76-1376.064",1370.645,1376.064,-1.43,6,1,0,0,0,1,0,0
"3233",2496,3,3,23,"Conversation",6,"VR","Murder",2,1,313,"Miss Smith","1377.152","1378.048",1377.152,1378.048,1.088,6,0,0,0,0,0,0,0
"3234",2497,1,4,24,"Conversation",6,"VR","Murder",2,1,314,"Miss Smith was in the lobby of the apartment building at 12:30 AM.","1378.197","1382.571",1378.197,1382.571,0.149,6,0,0,0,0,0,0,0
"3235",2498,2,2,22,"Conversation",6,"VR","Murder",2,1,315,"So.","1380.416","1381.035",1380.416,1381.035,-2.155,6,0,0,0,0,0,0,0
"3236",2499,3,3,23,"Conversation",6,"VR","Murder",2,1,316,"do you have OK then?","1382.635","1384.768",1382.635,1384.768,1.6,6,0,0,0,0,1,0,0
"3237",2500,2,2,22,"Conversation",6,"VR","Murder",2,1,317,"Why do I have too many Mr. Jones apartment so?","1384.299","1388.395",1384.299,1388.395,-0.469,6,0,0,0,0,1,0,0
"3238",2501,3,3,23,"Conversation",6,"VR","Murder",2,1,318,"Miss Smith","1387.349","1387.648",1387.349,1387.648,-1.046,6,0,0,0,0,0,0,0
"3239",2502,2,2,22,"Conversation",6,"VR","Murder",2,1,319,"In the very beginning we had an apartment, right?","1389.333","1391.701",1389.333,1391.701,1.685,6,0,0,0,0,1,0,0
"3240",2503,3,3,23,"Conversation",6,"VR","Murder",2,1,320,"This.","1390.293","1390.357",1390.293,1390.357,-1.408,6,0,0,0,0,0,0,0
"3241",2504,4,6,21,"Conversation",6,"VR","Murder",2,1,321,"Yeah.","1392.512","1392.661",1392.512,1392.661,2.155,6,0,0,0,0,0,0,0
"3242",2505,2,2,22,"Conversation",6,"VR","Murder",2,1,322,"Ohh no, OK so this is their partner and this is their apartment. Is it the same apartment or not?","1392.512","1397.611",1392.512,1397.611,-0.149,6,0,0,0,0,1,0,0
"3243",2506,1,4,24,"Conversation",6,"VR","Murder",2,1,323,"This is for the fingerprint.","1393.515","1394.987",1393.515,1394.987,-4.096,6,0,0,0,0,0,0,0
"3244",2507,4,6,21,"Conversation",6,"VR","Murder",2,1,324,"We got two apartments. That's two apartments.","1395.584","1398.549",1395.584,1398.549,0.597,6,0,0,0,0,0,0,0
"3245",2508,3,3,23,"Conversation",6,"VR","Murder",2,1,325,"This one.","1396.437","1397.035",1396.437,1397.035,-2.112,6,0,0,0,0,0,0,0
"3246",2509,2,2,22,"Conversation",6,"VR","Murder",2,1,326,"Oh two apartments","1398.549","1399.339",1398.549,1399.339,1.514,6,0,0,0,0,0,0,0
"3247",2510,4,6,21,"Conversation",6,"VR","Murder",2,1,327,"Yeah.","1399.275","1399.445",1399.275,1399.445,-0.064,6,0,0,0,0,0,0,0
"3248",2511,2,2,22,"Conversation",6,"VR","Murder",2,1,328,"which one is this?","1400.512","1401.579",1400.512,1401.579,1.067,6,0,0,0,0,1,0,0
"3249",2512,3,3,23,"Conversation",6,"VR","Murder",2,1,329,"The fingerprints.","1402.432","1404.267",1402.432,1404.267,0.853,6,0,0,0,0,0,0,0
"3250",2513,4,6,21,"Conversation",6,"VR","Murder",2,1,330,"This is mr. Jone's apartment.","1403.243","1404.949",1403.243,1404.949,-1.024,6,0,0,0,0,0,0,0
"3251",2514,2,2,22,"Conversation",6,"VR","Murder",2,1,331,"The Mr. Jones.","1404.203","1405.547",1404.203,1405.547,-0.746,6,0,0,0,0,0,0,0
"3252",2515,1,4,24,"Conversation",6,"VR","Murder",2,1,332,"Off Mr. Scott.","1406.123","1407.829",1406.123,1407.829,0.576,6,0,0,0,0,0,0,0
"3253",2516,3,3,23,"Conversation",6,"VR","Murder",2,1,333,"Ah, the yard. Have the fingerprints.","1406.315","1407.765",1406.315,1407.765,-1.514,6,0,0,0,0,0,0,0
"3254",2517,2,2,22,"Conversation",6,"VR","Murder",2,1,334,"This is Mr. Jones apartment, yes, so it's here. Oh yeah, OK cool.","1408","1412.501",1408,1412.501,0.235,6,0,0,0,0,0,0,0
"3255",2518,4,6,21,"Conversation",6,"VR","Murder",2,1,335,"Yeah.","1410.923","1410.944",1410.923,1410.944,-1.578,6,0,0,0,0,0,0,0
"3256",2519,2,2,22,"Conversation",6,"VR","Murder",2,1,336,"So and then. We don't need an apartment anymore, so at midnight.","1413.205-1415.125","1414.059-1418.176",1413.205,1418.176,2.261,6,0,0,0,0,0,0,0
"3257",2520,3,3,23,"Conversation",6,"VR","Murder",2,1,337,"OK.","1418.795","1418.965",1418.795,1418.965,0.619,6,0,0,0,0,0,0,0
"3258",2521,2,2,22,"Conversation",6,"VR","Murder",2,1,338,"So and and this one what, what was this?","1419.627","1422.08",1419.627,1422.08,0.662,6,0,0,0,0,1,0,0
"3259",2522,4,6,21,"Conversation",6,"VR","Murder",2,1,339,"This was. This guy. Blood was found on the carpet outside the apartment at 11:55.","1422.528-1424.469-1426.411","1423.573-1425.152-1431.552",1422.528,1431.552,0.448,6,1,0,0,0,0,0,0
"3260",2523,2,2,22,"Conversation",6,"VR","Murder",2,1,340,"Ohh then maybe maybe, maybe maybe we can do here like please just. Somewhere on the string somewhere. Because we have another time and we need to. Link it to different thing. I mean, for now, it's not. It's it's a bit not clear like what time, because I have another time.","1430.592-1438.016-1441.003-1444.096-1447.296","1435.819-1438.997-1442.88-1445.867-1451.52",1430.592,1451.52,-0.96,6,0,1,1,0,1,0,1
"3261",2524,4,6,21,"Conversation",6,"VR","Murder",2,1,341,"OK, this time is associated with what?","1452.16","1454.464",1452.16,1454.464,0.64,6,0,0,0,0,1,0,0
"3262",2525,2,2,22,"Conversation",6,"VR","Murder",2,1,342,"With the it's an intruder. Oh wait. Umm? Mr. Jones shot an intruder.","1456.555-1459.029-1461.205-1464.725","1458.283-1459.563-1461.355-1466.667",1456.555,1466.667,2.091,6,0,0,0,0,1,0,0
"3263",2526,4,6,21,"Conversation",6,"VR","Murder",2,1,343,"OK.","1467.371","1467.776",1467.371,1467.776,0.704,6,0,0,0,0,0,0,0
"3264",2527,2,2,22,"Conversation",6,"VR","Murder",2,1,344,"In his apartment at this time, so Mr. Jones had shot.","1467.541","1472.555",1467.541,1472.555,-0.235,6,0,0,0,0,0,0,0
"3265",2528,3,3,23,"Conversation",6,"VR","Murder",2,1,345,"Sure.","1471.765","1472.192",1471.765,1472.192,-0.79,6,0,0,0,0,0,0,0
"3266",2529,2,2,22,"Conversation",6,"VR","Murder",2,1,346,"So Mr. Jones, we have. An intruder at this time.","1473.493-1477.205-1479.851","1475.776-1478.315-1480.555",1473.493,1480.555,1.301,6,0,0,0,0,0,0,0
